DATE;SOURCE_ID;EXTERNAL_REFERENCE;RECORD_TYPE;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;SELLER_AMOUNT;MP_FEE_AMOUNT;FINANCING_FEE_AMOUNT;SHIPPING_FEE_AMOUNT;TAXES_AMOUNT;COUPON_AMOUNT;INSTALLMENTS;PAYMENT_METHOD;TAX_DETAIL;TAX_AMOUNT_TELCO;TRANSACTION_APPROVAL_DATE;POS_ID;POS_NAME;EXTERNAL_POS_ID;STORE_ID;STORE_NAME;EXTERNAL_STORE_ID;CURRENCY;TAXES_DISAGGREGATED;SHIPPING_ID;SHIPMENT_MODE;ORDER_ID;PACK_ID;EFFECTIVE_COUPON_AMOUNT
2024-02-04T16:20:04.000-04:00;71629032738;3764496;release;payment;21582.97;0.00;22533.90;0.00;-545.32;0.00;0.00;-405.61;0.00;1;available_money;buenos_aires;0.00;2024-02-01T17:19:50.000-04:00;;;;;;;ARS;"[{"amount":-45.07,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-112.67,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-112.67,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":-135.20,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:21:18.000-04:00;71358233183;3756914;release;payment;8846.81;0.00;9069.00;0.00;-104.29;0.00;0.00;-117.90;0.00;1;debvisa;buenos_aires;0.00;2024-01-31T17:16:07.000-04:00;;;;;;;ARS;"[{"amount":-18.14,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-45.35,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-54.41,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:21:45.000-04:00;71421697411;3764484;release;payment;9970.70;0.00;10410.00;0.00;-251.92;0.00;0.00;-187.38;0.00;1;available_money;buenos_aires;0.00;2024-02-01T17:16:00.000-04:00;;;;;;;ARS;"[{"amount":-20.82,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-52.05,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-52.05,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":-62.46,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:21:50.000-04:00;71629172018;3764533;release;payment;3063.99;0.00;3199.00;0.00;-77.42;0.00;0.00;-57.59;0.00;1;available_money;buenos_aires;0.00;2024-02-01T17:23:11.000-04:00;;;;;;;ARS;"[{"amount":-6.40,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-16.00,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-16.00,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":-19.19,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:21:50.000-04:00;71629172018;3764533;release;refund;0.00;1244.17;-1299.00;0.00;31.44;0.00;0.00;23.39;0.00;1;available_money;buenos_aires;0.00;2024-02-02T04:51:09.000-04:00;;;;;;;ARS;"[{"amount":2.60,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":6.50,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":6.50,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":7.79,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:21:58.000-04:00;70034734860;3542688;release;payment;14256.02;0.00;14846.92;0.00;-323.66;0.00;0.00;-267.24;0.00;1;visa;buenos_aires;0.00;2024-01-05T17:19:28.000-04:00;;;;;;;ARS;"[{"amount":-29.69,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-89.08,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"},{"amount":-148.47,"detail":"tax_withholding","financial_entity":"retencion_ganancias"}]";;;;;0.00
2024-02-04T16:22:40.000-04:00;71358784929;3756942;release;payment;10505.51;0.00;10824.84;0.00;-124.49;0.00;0.00;-194.84;0.00;1;debvisa;caba;0.00;2024-01-31T17:21:17.000-04:00;;;;;;;ARS;"[{"amount":-21.65,"detail":"tax_withholding_sirtac","financial_entity":"caba"},{"amount":-54.12,"detail":"tax_withholding","financial_entity":"caba"},{"amount":-54.12,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-64.95,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:23:40.000-04:00;71234762066;3712830;release;payment;6559.30;0.00;6942.54;0.00;-292.98;0.00;0.00;-90.26;0.00;1;consumer_credits;buenos_aires;0.00;2024-01-25T17:23:39.000-04:00;;;;;;;ARS;"[{"amount":-13.89,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-34.71,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-41.66,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:24:59.000-04:00;71422294367;3764531;release;payment;14558.56;0.00;15200.00;0.00;-367.84;0.00;0.00;-273.60;0.00;1;available_money;buenos_aires;0.00;2024-02-01T17:22:57.000-04:00;;;;;;;ARS;"[{"amount":-30.40,"detail":"tax_withholding_sirtac","financial_entity":"buenos_aires"},{"amount":-76.00,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-76.00,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":-91.20,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
2024-02-04T16:25:02.000-04:00;71422210753;3764505;release;payment;13087.62;0.00;13664.25;0.00;-330.67;0.00;0.00;-245.96;0.00;1;available_money;entre_rios;0.00;2024-02-01T17:22:11.000-04:00;;;;;;;ARS;"[{"amount":-27.33,"detail":"tax_withholding_sirtac","financial_entity":"entre_rios"},{"amount":-68.32,"detail":"tax_withholding","financial_entity":"retencion_ganancias"},{"amount":-68.32,"detail":"tax_withholding","financial_entity":"retencion_iva"},{"amount":-81.99,"detail":"tax_withholding_collector","financial_entity":"debitos_creditos"}]";;;;;0.00
